Id,Name,Target,L1,L2,L3,L4,L5,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
82826,"purplelift",4,25,90,35,55,75,30,20,45,15,15,10,10,35,10,10
83369,"lager",4.5,100,95,85,80,70,0,0,10,25,45,5,35,85,80,75
83406,"Vintage Flag",4,20,30,95,20,15,35,45,0,10,10,20,30,15,-15,-10
83436,"Fruity Kiss",4.5,35,55,95,80,40,45,50,0,0,5,25,25,20,20,10
83740,"All Natural",4,80,30,95,80,55,10,0,-25,-5,-5,50,10,30,25,20
83899,"RNLI",4,45,50,65,90,55,0,60,-15,-15,-5,5,65,5,0,0
84342,"Wet Castle",4,25,80,20,95,30,15,5,-5,15,0,-5,-15,5,5,10
84369,"Lime",4.5,40,55,75,85,90,-20,-10,0,10,5,40,45,65,85,45
84657,"Red Brick Oven",4,35,40,60,55,70,40,60,50,15,30,45,50,65,55,70
84712,"hotstuff",4,55,20,50,30,55,85,5,-20,35,60,25,-10,-5,-40,65
84780,"green green very clean",4,100,80,95,45,35,-15,-15,-40,-25,-5,5,5,15,10,5
85004,"Carbon Neutral",4,80,75,60,45,35,0,0,0,0,0,15,25,15,5,0
85047,"Industry",4,60,50,90,65,45,15,15,5,5,5,0,-5,20,25,20
86027,"The Ridge",4,95,60,65,90,40,-20,-10,15,-5,0,-5,-35,60,80,25
86114,"Citrus",4,15,35,45,45,50,0,0,0,55,-25,0,0,0,60,40
86439,"Acid Lake",4,60,80,60,30,30,25,5,-45,-30,50,0,40,40,30,15
86708,"Federacao Parananense de Ciclismo",4,25,80,40,80,100,10,-35,-15,-40,0,-30,80,-5,20,5
86753,"swamp thing",4,15,75,25,35,15,5,0,-10,-20,0,5,40,15,35,20
86801,"Desert Fall",5,40,50,60,70,80,0,-5,-5,-10,-10,35,40,45,45,50
86971,"mute",4,90,40,20,25,20,-15,0,0,10,5,30,20,0,0,-5
87196,"Old paper",4,55,45,50,55,55,-30,30,35,25,50,20,-5,15,20,40
87310,"Jelly Vomit",4,100,95,90,85,60,0,0,5,-15,-15,5,15,30,25,25
87319,"Caesar",4.3333,80,10,60,10,25,0,25,0,15,5,15,-5,30,5,20
87330,"Pink World",4.3333,55,15,60,45,30,95,40,100,80,60,-55,-20,-60,-45,-35
87340,"comandante",4,40,55,80,40,15,65,-15,-10,5,5,50,0,70,30,-5
87598,"Sand and Ocean",4.5,65,35,80,55,30,-5,-5,15,15,10,-5,-10,45,40,30
87700,"Off Whitest",4,90,30,100,75,55,-5,0,-5,-5,0,35,15,40,30,25
88143,"Americana",4,65,10,90,35,80,-25,0,-10,45,-20,40,-10,20,40,5
88444,"Filthy Kitchen",4,25,50,100,70,30,40,70,-15,-45,-15,25,55,90,30,5
88757,"SC",4,100,30,0,35,10,5,50,0,5,5,5,40,0,5,5
89588,"Vicki",4,15,25,40,55,70,-5,-10,-20,-10,-5,-10,-5,5,20,30
90155,"Magellan Blue Green",4.3333,70,55,40,25,20,-35,-30,-20,-10,0,-5,-5,-10,-15,-15
91228,"Vulcan",4,15,30,50,60,100,35,45,65,65,-15,20,35,55,70,80
91510,"Steppin Out With My Baby",4,80,0,25,60,90,35,0,5,70,20,30,0,10,50,5
91622,"Camping Trip",4,80,50,75,95,15,15,-10,-15,0,15,40,-10,20,30,-25
91698,"Velvet Watermelon",4,70,50,70,95,25,5,0,40,10,0,30,30,25,20,30
91822,"Death Star",4,20,75,90,10,10,5,-5,0,0,0,-5,-5,-20,0,0
91993,"black blue/ or is it",4,75,80,0,100,35,5,0,0,0,0,-15,-10,0,0,0
92202,"Misty Plumb",4,75,85,95,65,50,10,5,0,5,10,15,25,30,10,5
92692,"lake michigan",4,40,45,70,45,25,-20,-15,-20,0,5,0,-10,0,-10,-10
92735,"jump up!",4,65,65,100,70,55,-20,55,-25,15,10,-30,60,85,65,30
92753,"snow-touched windows.",4,60,30,75,40,90,0,10,0,0,-5,-35,-35,-40,-20,-20
92778,"China",4,85,70,75,85,80,30,35,40,15,15,10,20,45,50,25
92848,"Laundry Day",4,65,80,95,75,35,-15,0,0,40,40,5,-10,35,45,25
92950,"growing crops",4,100,75,45,25,80,-20,-5,5,-10,-70,95,75,50,30,80
93282,"L'etoile",4,95,95,95,45,35,-5,0,0,0,0,55,35,-10,-20,-25
93324,"Sambayon con frutilla",4,95,90,80,55,30,5,5,30,45,50,15,45,30,20,5
93365,"Mallrat",4,30,60,55,85,5,40,-5,-5,0,0,30,-5,20,35,-10
94605,"Cheeder Chili with corn",4,75,10,100,50,30,10,30,-15,50,45,80,10,65,45,35
94918,"Razzles",4,90,50,45,70,60,-5,10,70,40,95,90,-45,-60,80,-55
95444,"Funny",4,65,75,35,25,65,-55,-60,80,55,60,65,70,-105,-75,70
95682,"Lab Rat",4,70,40,90,25,45,5,5,-10,-5,-5,30,15,10,5,5
95774,"Chicago Autumn",4,15,35,95,15,50,25,45,5,5,-15,15,30,5,-5,55
95875,"Monochromatic: The real spirit of the Ninja.",4,65,30,5,35,20,5,10,5,5,5,0,-5,0,0,0
96205,"Constuctive",4,10,85,95,95,50,0,5,5,5,75,15,25,30,15,65
96390,"mahogany trees",4,25,65,90,35,15,5,20,-15,0,-15,15,50,40,25,5
96791,"one more headlight",4.3333,90,60,35,25,0,-5,0,5,0,0,90,0,0,0,0
96868,"Lilac Point Siamese Twyx",4,80,95,85,70,85,5,0,15,5,5,0,0,-10,5,-25
96900,"Walk In the Forest",4,90,75,35,60,75,5,0,10,-15,0,15,30,15,25,5
97021,"Carbon Copy",4,25,20,10,5,0,5,5,5,5,0,0,0,0,0,0
97084,"Heavy Metal",4.5,30,40,70,25,15,50,60,0,0,35,35,45,0,0,20
97128,"rasta range",4,40,60,70,85,60,65,60,5,10,-10,50,65,50,85,65
97150,"bubblegum girl",4,65,55,60,95,85,90,85,75,-35,-60,-50,-5,15,5,35
97345,"Calypso 2",4,75,65,90,75,65,-25,5,0,-35,-35,-15,-55,60,70,40
97496,"Tropical Waters",4,95,90,90,70,95,-5,-70,-70,-5,-45,45,55,35,-45,0
97771,"french garden",4,30,35,90,60,20,35,30,5,-20,-15,-15,30,45,55,10
97850,"Chromaticon Seven",4,75,95,85,70,25,-55,-55,-50,-35,35,60,5,0,-5,-40
98059,"Easy Approach",4,100,90,100,60,35,-5,-20,-5,-25,20,35,30,5,-20,-45
98430,"Aubergine Harvest",4.5,80,25,80,55,95,35,25,-10,-10,-10,-35,-20,35,30,30
98520,"br",4,20,100,85,90,100,5,0,-30,-80,-20,0,5,-30,65,85
98586,"Fresh Identity",4,35,75,45,70,100,45,10,-5,-15,-5,40,45,-35,-25,-5
98656,"Modified Xmas",4,30,45,65,95,25,-10,0,5,5,50,30,35,50,30,5
99080,"Descent",4,15,15,20,50,65,5,5,15,25,20,5,10,10,40,60
99538,"north pole",4,100,95,100,85,95,0,-5,-10,0,0,10,10,5,-20,0
99541,"black coffee in bed",4,65,30,15,85,5,5,25,10,5,5,40,25,-10,15,5
99564,"safari park",5,45,100,45,20,75,-10,0,10,15,30,-20,5,15,10,80
99585,"To Mom",4,10,20,60,40,25,25,25,30,25,30,-10,-10,15,15,15
99945,"Shadowed Shades",4,25,20,15,30,20,0,20,10,0,-10,15,10,-10,10,5
100472,"Defining Moment",4,75,45,60,25,60,5,5,-20,5,5,0,0,-20,0,0
100575,"my japan",4.5,35,65,95,55,45,50,5,0,5,5,45,30,15,5,0
100987,"NeXT (1988)",4,55,60,20,70,90,70,80,0,-60,-15,45,-25,0,60,80
101078,"Stroers CD2v2",5,65,55,35,60,35,0,0,15,-5,0,20,20,0,-5,0
101093,"plastique antique",4,90,65,55,25,35,-10,-30,-30,-10,35,40,50,-5,0,45
101184,"berenjena - eggplant",4,40,70,20,40,60,-20,-30,45,65,80,50,65,-35,-55,-65
101187,"pesimismo - pessimism",4,55,45,25,50,30,0,0,0,10,0,0,0,0,5,5
101250,"Secondtry",4,70,80,65,65,75,15,35,-15,10,55,50,25,30,-25,-15
101420,"Dark Intercept",4,35,30,55,35,20,0,0,-20,55,5,5,5,50,-70,10
101499,"mako shark",4.5,100,55,50,15,0,0,0,0,20,0,5,5,-20,-40,0
102086,"last room on the left",4,40,80,45,85,80,-5,-10,-25,0,-5,10,15,25,35,25
102446,"staff color scheem",4,30,20,60,30,75,0,0,-45,-25,5,5,5,50,15,80
102531,"Loose Chartreuse",4,25,80,40,40,85,25,-20,-15,20,-10,5,80,0,15,55
102608,"alternative",4.5,90,25,90,80,40,5,0,5,-5,20,15,25,35,30,15
103150,"eye",4,90,70,60,65,100,0,45,-10,-25,0,45,65,65,0,5
103395,"Conspiracy",4,20,30,40,45,60,35,35,15,-20,50,15,10,5,50,65
103417,"Gurren-Lagann",4,65,25,50,40,80,-15,5,65,5,15,-10,-5,35,0,60
103672,"Downtown Chic",4,60,40,15,90,35,-20,0,10,-30,-15,65,0,15,-10,-10
103806,"Friut&Nut",4,35,70,85,55,65,10,-40,-25,65,45,10,50,70,40,55
103815,"Pattern",4,65,20,50,70,45,20,10,-15,5,5,-20,-10,15,20,10
104257,"Standards",4,20,65,60,65,40,20,45,-25,10,-15,-40,30,-15,55,30
104341,"Fancy Tiger",4,60,75,100,40,0,50,30,5,0,0,70,80,5,0,0
104380,"snowpark",4,45,65,80,85,100,0,-10,-15,-20,5,-35,-40,-35,-25,5
104472,"Primary",4,80,5,85,30,25,10,10,10,55,-30,45,-15,80,35,35
104477,"Everything is coming up roses",4,25,70,50,35,55,50,20,-35,60,80,10,25,55,-20,-15
104735,"Plum Pretty",4,75,20,95,65,25,-5,10,-40,35,25,-25,-10,30,-20,-10
104746,"Chocolate Covered Cherries",4,10,50,85,15,5,15,20,10,35,10,10,40,10,25,5
104821,"Camouflage",5,20,25,25,25,25,5,15,10,5,5,10,20,20,20,25
104929,"winter",4,100,80,60,95,100,5,15,-5,-5,0,10,55,-15,-10,5
105116,"grape cream soda",4,70,50,10,60,35,10,45,40,30,65,10,-50,-35,-10,-75
105117,"pale hues",4.5,100,70,80,55,75,-20,-30,20,40,70,35,45,60,-25,-40
105119,"Messin'",4,80,55,55,90,30,20,-5,25,10,15,60,-25,60,35,-40
105257,"Gabriel Knight 3",4,45,35,60,25,0,-10,25,20,45,0,-15,45,65,35,0
105495,"Frostbitten Toe",4,75,55,50,35,25,-15,-10,-10,-5,-5,-10,-10,5,-5,0
105753,"appliances and more!",5,65,70,80,75,60,-20,0,20,-5,-5,-25,-45,85,75,45
105909,"mai",4,85,55,65,45,70,15,25,5,5,0,70,60,-55,-40,-50
105960,"Cool nature",4,15,65,75,20,15,0,-20,25,30,15,5,55,-20,-25,-10
106287,"Orange Hat",4,45,65,95,60,40,-15,-10,0,55,55,35,30,50,60,55
106312,"Earth",4,35,80,75,55,20,20,5,0,-10,20,-40,-5,35,30,-35
106358,"Caramel Latte",4.5,20,85,10,100,45,30,5,10,5,25,25,30,15,5,45
106481,"winter foliage pattern",4,35,25,90,70,50,50,-10,5,10,5,45,20,40,35,35
106660,"Father Christmas",4,35,100,75,30,5,55,-5,-10,-30,5,50,40,55,20,-15
106692,"Pool Party",4,75,100,75,90,35,35,0,5,-55,45,30,25,-40,5,-20
106868,"Moon Shadow",4,60,45,90,40,55,5,5,-10,5,5,-10,-5,25,0,-5
106871,"The Greedy Old Lady",4,95,50,50,35,0,-5,70,5,-30,0,80,65,-20,30,0
106897,"Joyful Christmas",4,65,40,25,65,95,20,55,-30,-30,-5,60,40,35,55,-10
106999,"Mezzanine",4,50,20,50,85,20,-25,-15,5,0,0,-5,0,30,40,10
107043,"IQ purple green",4,45,55,65,40,25,-35,-40,15,75,50,20,20,70,-60,-35
107093,"Ornaments",4,30,35,75,20,95,-15,50,0,5,-5,15,45,60,-25,20
107103,"Advent1",4,55,40,35,0,60,55,60,60,0,60,55,50,50,0,65
107129,"Strawberry",4,75,100,60,50,40,-20,-10,45,60,65,50,45,20,35,50
107144,"Cashmere lining",4,90,80,100,60,50,5,0,-5,-15,5,20,15,30,10,15
107292,"Retiro",4,30,45,35,40,25,-30,-40,-15,-30,-20,35,40,20,45,25
107740,"Grape Vine",4.5,60,70,45,60,50,10,-5,-15,0,20,5,30,20,30,5
107745,"Peacock",4,60,35,45,35,60,0,20,-10,-15,10,20,0,20,0,35
107798,"Santa Retired...",4,25,70,15,80,15,0,0,-10,10,25,25,30,0,40,15
107822,"Coming back",4,50,40,30,50,80,20,-15,5,10,-10,25,15,5,10,20
107866,"Unicorn Superlover",4.5,90,50,60,65,80,5,80,90,85,-15,60,-65,-25,-50,-25
107891,"English Rose",4,80,95,70,40,30,35,-5,-5,-10,-15,20,55,50,30,30
107906,"Apple",4,75,45,45,40,35,10,55,60,60,60,45,30,20,15,5
108352,"Cotton Candy",4,65,90,85,45,20,65,-20,-35,-15,5,5,0,5,-15,20
108359,"Don't Touch!",4,50,40,30,60,20,-10,0,-5,75,-5,15,10,5,70,0
108374,"Study In Orange",4,65,85,50,90,65,60,20,-35,5,50,75,45,10,65,75
108461,"Bloody Gargoyle",4.3333,55,50,35,5,5,20,25,40,15,0,5,10,25,5,5
108664,"Velvet Autumn",4,60,95,70,50,30,5,-10,10,40,40,65,65,45,60,40
108831,"Maple leafs in autumn",4,45,45,30,20,15,20,45,50,30,35,55,55,45,30,15
108989,"Vince",4,95,15,30,95,40,10,25,5,-5,-5,-10,20,15,-5,0
109040,"Awake the roots of Huns",4,30,100,95,85,15,40,-5,-5,-5,5,40,25,50,60,10
109148,"How Things Work in Your House",4,55,75,55,50,5,45,15,0,0,5,45,65,45,25,5
109153,"Metal paper 2",4.6667,35,40,45,55,30,25,-10,55,80,-10,30,0,40,70,35
109392,"Rusted Parts",4,70,100,55,40,30,-20,-10,45,35,-10,20,50,60,45,20
109507,"Irish",4,40,70,50,20,15,10,-10,-5,-5,0,20,25,20,10,10
109758,"Forsaken Bruise",4,45,45,45,40,40,30,25,20,15,10,-25,-30,-35,-35,-35
109798,"Summer Sobets",4,80,80,45,95,60,-55,25,70,-30,-35,60,70,45,60,5
110029,"brown table",4,85,25,95,70,50,0,0,5,0,0,60,25,10,45,40
110032,"pink style",4,85,50,70,40,85,25,70,55,40,25,5,5,20,-15,5
110146,"Old Tyme",4,85,95,15,70,50,10,10,5,10,10,15,15,5,15,10
110158,"Red Lips & Vintage Blue",4.5,15,50,40,10,25,5,65,60,5,0,-15,40,45,5,-10
110422,"Treshire Cat",4,45,35,55,30,80,80,45,90,55,45,-60,-30,-70,-40,-35
110461,"Rugged",4,20,40,85,30,20,-5,5,5,10,10,15,35,45,-10,-15
110472,"Royal Roses",4,40,15,75,50,30,40,30,25,45,45,10,-5,35,20,20
110476,"Roman Soldier",4,30,45,85,70,55,40,60,20,15,20,35,45,35,70,50
110516,"Light Blue",4,55,75,100,75,40,-15,-15,0,0,0,-10,-20,5,15,15
110607,"Men's Fashion",4,65,20,40,10,45,0,0,10,5,5,5,0,20,-5,-5
110664,"old man winter | ver 02",4.3333,85,80,70,65,20,0,-10,-20,-20,5,5,-5,-15,-25,-15
111106,"Agave Sky",4,50,40,85,70,50,5,50,-5,-20,-20,-30,-85,50,50,55
111133,"Orangeen",4,50,65,70,60,60,-35,-30,40,55,70,40,40,50,50,55
111302,"dumari",4,5,95,5,95,5,5,0,0,-5,5,0,25,5,40,0
111366,"Clean Rich Reds",4,0,10,45,30,85,0,30,70,55,10,0,15,60,45,5
111388,"Sakura HP",4,60,100,80,45,85,75,0,35,60,25,20,5,10,5,5
111546,"Deep Citrus",4,70,60,75,55,65,5,0,-5,-5,-35,75,60,75,55,65
112131,"Sunburn",4,60,65,55,55,50,55,60,65,70,60,45,50,45,40,35
112239,"Golden Wallpaper",4,85,75,55,75,90,5,10,20,10,0,35,25,45,55,65
112398,"Pistachio & Raisin  Ice Cream",4,60,80,35,100,80,40,50,50,-10,-15,25,-20,35,20,50
112593,"Now I Know My ABC",4,75,80,95,95,80,45,25,-10,-50,15,30,60,70,50,-30
112595,"Calm Before the Storm",4,30,55,75,65,95,0,0,-5,-10,0,0,20,15,5,45
112637,"Father Christmas in the Snow",5,50,55,30,80,95,65,65,-10,-25,0,40,40,-15,0,-5
112928,"take it easy",4,70,95,90,50,20,35,5,5,-15,30,45,25,45,45,10
113128,".moment.",4,75,100,80,40,75,15,0,-10,5,-15,10,15,40,10,-10
113271,"Apple Sky",4,80,55,95,50,100,-35,-15,-40,-25,-25,70,35,85,50,55
113274,"Burnt Limes",4,55,55,25,35,45,-25,-5,0,-5,-10,50,55,10,15,15
113385,"Mimi Von Puffy Thighs",4,50,75,95,75,60,10,10,-5,-10,5,25,40,15,-5,25
113391,"holly berry",4.1667,55,35,65,55,40,75,60,-25,-35,-40,15,15,40,45,40
114445,"Sublime",4,55,70,75,60,40,15,10,0,-5,-10,35,45,50,35,15
114509,"Hallmark 2008 - Retro",4,65,65,90,75,95,60,10,-40,0,-15,75,15,-15,0,-5
114676,"Tequila Sunrise",4.3333,60,50,75,75,85,75,80,35,35,0,50,40,75,60,70
114798,"Outta the blue",4,35,30,95,70,25,0,0,0,10,30,-10,-10,35,50,20
114799,"Boys Toys",4,30,60,65,85,50,5,-5,30,10,-5,10,35,55,55,-5
115206,"Cloudy-Bright",4,85,80,40,50,60,10,-15,-5,-10,-20,-20,75,-5,-10,25
115512,"wrinkle free",4,20,60,80,55,35,40,15,-5,-10,-15,30,55,35,30,5
115513,"tempo",4,55,60,100,75,90,30,35,-15,-10,-5,20,20,50,45,-20
115563,"Sunset",4.5,25,45,55,70,80,45,60,45,45,15,35,50,60,65,70
115573,"Tropical Fruit",4,55,75,55,45,35,40,10,-10,65,55,60,70,55,50,-35
115735,"jewel1",4,10,20,35,50,70,35,35,-10,-40,-30,-30,-45,-20,15,70
116209,"Warehouse",4,50,70,85,100,55,0,5,0,0,30,-5,5,5,5,20
116217,"Sunlight Canyon",4,25,45,75,100,85,25,25,5,0,-10,35,45,45,30,-5
116259,"Fairy Tale",4,30,50,75,100,95,5,-5,10,-20,10,-15,-15,-15,15,10
116318,"Mi Mexico",5,50,60,85,40,45,80,-20,-5,50,-10,15,-20,85,0,-10
116361,"Fish",4,5,35,60,10,50,5,5,-25,10,75,-5,-30,-5,-20,55
116487,"The Stormy Shore of Errislannan",4,45,70,75,65,45,0,5,5,5,5,10,30,-5,-20,-5
116803,"autumn essence",4,75,25,50,30,40,10,35,10,-15,35,45,15,40,0,40
116915,"Dirty Snow",4,20,30,60,95,100,5,0,0,0,0,10,15,25,5,20
117053,"Bengal",4,30,65,85,45,55,0,0,0,55,65,10,25,30,60,65
117189,"winter comfort",4,55,45,30,50,75,10,30,-5,0,5,-20,35,-10,15,30
117222,"Seaside Adventure",4,40,90,45,70,5,0,-5,-15,-5,0,10,25,10,30,0
117364,"irish cream",4.25,75,45,30,20,30,15,40,35,-15,-25,40,40,30,5,30
118029,"Paper or Plastic?",4,60,80,50,85,100,0,0,5,5,5,-20,-10,20,20,10
118181,"dirty coastal",4,60,50,45,60,55,-15,0,0,15,-15,25,15,-15,30,10
118477,"July 4",4,90,55,100,40,10,0,0,5,65,15,0,5,0,50,-25
118920,"Tropical Rain",5,80,100,55,50,25,-25,0,70,15,0,10,10,-70,-50,-15
119733,"Retro Basketball diaries",4,40,20,90,60,20,-10,-5,-5,40,5,-20,-10,40,55,-20
119738,"tornadoretroaction",4,65,85,100,55,40,-20,-30,-5,80,-15,40,-15,0,55,-10
119826,"Minimal Cold",4.5,100,35,65,30,50,0,50,-5,-5,55,5,20,0,0,60
119839,"Neutral Earth",4,20,80,75,85,30,35,-5,-20,0,15,30,0,25,20,25
120225,"deep to deep",4,15,35,50,45,15,40,65,75,30,45,-50,-90,-80,-70,-45
120421,"Metallic Red",4,50,35,85,55,30,35,50,0,-5,-5,15,15,0,0,0
120654,"earth color",4,60,45,75,40,85,25,10,30,20,15,55,25,70,40,45
120782,"Muskego Hitmen",4,45,30,100,35,0,70,50,0,5,0,60,40,5,0,0
121166,"Flickr Colors",4,25,100,45,60,80,0,0,25,85,5,0,5,-65,5,0
121286,"Crab on the Beach",4,65,60,95,75,50,55,45,0,-15,-20,45,30,30,-5,-15
121381,"Merlot",4,10,15,5,5,5,35,35,20,15,10,-15,0,10,5,0
121414,"Vanguard",4,80,30,80,95,20,-5,0,10,5,-5,0,0,65,30,-10
121494,"woow3",4,100,90,95,95,90,-10,-20,-30,-35,-35,45,40,35,20,30
122006,"AbdeenCompound 02",4,30,100,10,75,60,10,5,5,5,50,15,20,10,5,60
122615,"Warm welcome",4,65,35,15,50,40,35,50,35,20,-5,75,50,20,40,50
122693,"Attack of the 80's",4,65,95,90,60,100,0,-15,-85,95,0,-55,95,85,-40,5
122931,"environmental industry",4,40,0,55,75,100,55,0,0,-40,-5,50,0,0,70,20
123598,"pickle feet press",4.5,25,55,40,85,25,30,-55,60,10,50,-45,50,50,75,-40
123740,"Banana Leaves",4.3333,70,50,40,35,30,0,0,-5,-5,-10,60,45,40,40,35
123779,"That '50s Show",4,95,75,95,85,40,-50,45,-5,-35,5,45,25,45,-5,10
123786,"elements of fate",4,75,45,5,80,85,-15,0,5,-20,-20,20,5,0,35,0
123908,"Warmth",4,75,30,20,30,20,5,5,45,40,5,10,0,30,25,5
124057,"Alerts",4,50,55,100,80,55,55,55,-10,-25,-40,45,45,50,35,55
124158,"Little Boy Blue",4,55,25,50,25,85,5,5,-5,0,-5,25,20,-10,-5,10
124341,"Heather",4.5,55,70,75,70,50,-20,-20,-15,10,15,25,15,-20,-10,-10
124350,"Deep",5,75,65,40,5,40,-15,-15,5,15,0,0,-15,-35,-25,0
125574,"Solitaire",4,40,65,30,25,45,0,5,-10,10,40,0,25,-10,5,35
125667,"Harvest",5,30,50,60,65,80,25,25,20,-5,-5,20,0,60,25,25
126034,"feelin the blues",4,70,20,75,60,40,-10,-5,-10,-10,-5,-35,-10,-35,-30,-20
126194,"Evil Mint",4,45,45,50,25,35,-35,-15,-5,-10,-35,25,10,5,10,25
126211,"Bear Down",4,10,55,100,55,10,25,60,0,60,25,-35,65,5,65,-35
126575,"Wine Country",4,80,70,15,15,25,-10,-25,25,0,-25,80,65,0,20,15
126607,"{osma trzydziesci}",4,95,90,80,75,65,0,0,0,-25,-20,5,5,5,-15,-25
126685,"Vintage Fender",4,90,20,100,80,70,-10,10,-10,-10,15,30,0,0,5,70
126710,"Classic Mallard",4.5,95,75,15,45,65,0,5,-10,-40,-5,10,70,5,30,20
126716,"Super Manly",4,15,25,45,85,100,15,45,-5,-5,0,20,35,-10,35,5
126726,"Corporate Gig",4.5,95,80,65,25,40,0,0,-5,-15,55,0,10,25,-5,50
126748,"Great Horned Owl",4,30,20,80,0,55,10,0,-15,0,5,25,20,75,0,40
126814,"Dark sober tone",4,20,80,65,40,20,5,-5,0,0,0,5,30,25,10,-5
126836,"Klimt Tree of Life",4,90,80,50,60,35,0,5,25,5,25,35,40,50,40,45
126990,"Fields of Fire",4,45,25,65,55,25,0,-5,35,25,0,35,20,75,60,25
127035,"Curious George",4,55,90,75,30,25,5,-10,15,45,30,-35,90,75,25,35
127038,"Red Riding Hood & The Wolf",4,20,35,50,95,35,15,30,25,0,60,25,35,50,0,50
127703,"Fat Tuesday",4,80,60,45,25,20,0,-10,-30,20,35,70,50,20,-40,-25
127709,"fan",4,30,55,65,75,85,35,25,20,35,10,20,35,60,10,40
127713,"entrance",4,70,100,90,65,30,-5,0,-20,15,20,15,5,20,10,15
127782,"Mochi Mochi",4,30,95,80,100,90,15,-5,30,-25,5,20,55,20,50,70
127828,"Ready Even In Danger (RED)",4,25,40,35,20,5,5,0,50,40,0,0,0,45,25,5
127840,"color1",4,55,45,70,35,85,55,20,65,40,35,-10,-5,-10,-5,-5
127853,"Wagashi (japanese sweets)",4,50,80,25,70,30,75,30,15,-15,-15,0,-5,5,40,30
128289,"Yuppie by the Water Cooler",5,70,80,85,80,65,-20,-5,10,-5,-5,-25,-30,75,75,30
128305,"pop tart",4,55,65,90,45,85,-5,80,-40,65,-55,-35,-35,-5,-25,50
128527,"roadside bomb",4,45,20,15,10,75,60,0,10,0,30,50,0,20,-10,70
128644,"Peach Fuzz",4,65,85,80,65,60,45,20,25,35,-10,40,40,65,60,20
128797,"orange blues",4.3333,55,20,30,35,55,65,5,10,5,10,65,-10,-25,-20,-30
128923,"Lazzos",4,55,40,30,20,10,50,60,45,35,30,45,25,30,15,10
129445,"Carrot Cocktail",4,55,95,60,60,50,-35,-50,65,75,75,60,85,75,70,65
129498,"Smurfberries",4,50,30,30,50,70,25,25,25,20,30,-55,-35,-25,-30,-45
129508,"offbeat checkerboard",4,45,80,60,80,45,-5,-45,0,25,20,-5,-5,45,30,0
129808,"Black Swan",4,80,45,35,25,15,-10,-5,0,0,5,15,5,5,5,5
129991,"All the Tea in China",4.5,40,70,45,35,20,5,-5,-5,0,0,15,30,15,15,10
130597,"80's Dude",4,45,30,90,55,40,15,40,-15,85,65,-50,-65,90,-10,45
130777,"KERIM Blue-Dream",4,75,40,80,50,95,0,0,0,0,0,-5,-15,-25,0,-5
130891,"Old Shoe",4,50,75,60,95,85,10,10,-5,0,0,20,40,20,15,20
131646,"space1999",4,100,50,45,70,65,-15,-15,-5,-15,35,20,20,10,-5,70
131809,"Tomato & Basilia",4,45,20,25,25,10,-45,-20,35,40,30,45,15,30,35,15
132397,"Forest Shore",4,30,55,90,75,50,-5,-15,-10,-10,-10,-15,-5,25,25,15
132452,"spice C",4,30,50,100,75,30,45,40,-5,10,25,35,30,30,45,35
132734,"banner",4,95,85,35,45,100,-30,-15,55,70,0,-5,-15,45,60,5
132906,"Je ne sais pas ce",4,15,20,25,45,20,30,-10,-10,-20,-5,10,10,5,10,0
132915,"Insane",4.25,100,95,100,95,90,-10,-5,0,5,0,5,0,0,-5,-5
133231,"hunters",4,5,45,65,10,25,25,25,20,30,30,10,55,65,15,35
133784,"Kinky Candy",4,55,65,95,35,0,85,70,5,10,0,10,5,10,5,0
133900,"Ruby Red",5,90,30,50,45,15,10,0,-25,70,40,45,0,-10,60,25
134850,"utopia",4,40,65,100,80,30,5,65,-10,-25,-15,5,60,40,75,0
135271,"ubuntu",4.5,90,65,60,30,20,5,50,25,25,15,5,70,45,35,25
135680,"Optimistic Christmas",4,35,95,100,65,25,-20,-55,-30,85,55,20,75,65,-55,-35
136004,"Bright Green Mud",4.25,95,95,85,80,30,-10,0,-5,-25,0,-5,0,20,75,15
136186,"Soft Sunrise Afterglow",4,100,95,90,95,100,5,0,20,5,-5,10,-10,5,20,30
136422,"greg",4,20,90,45,25,15,10,-15,-20,-15,-5,30,75,50,-5,-10
136610,"Scrap Seen",4,65,40,100,45,25,20,40,0,0,5,45,40,10,-35,-25
136843,"Joy",4,45,55,60,80,95,85,85,45,10,5,-90,-30,70,85,5
136949,"Prim Sampler",4,40,30,65,35,90,-5,45,15,5,0,30,25,55,-15,20
137826,"comando-z.es 2",4.5,65,25,40,50,85,-35,30,-20,35,20,-5,35,0,40,25
137961,"Atlantis Shores",4,95,85,30,35,50,0,-15,0,0,0,15,-15,-15,-30,10
137962,"spring rain",4,90,100,85,60,85,-35,-25,20,-15,-45,65,25,55,30,15
137997,"daffodil",4,95,100,95,90,80,-5,-15,-10,5,20,55,60,75,75,75
137998,"october",4,5,35,40,35,75,5,5,50,50,-20,5,0,45,45,80
138177,"pink ice",4,95,90,75,70,90,-20,0,30,65,0,95,90,80,-5,-10
138834,"powder blush 2",5,75,100,90,55,45,5,5,15,40,10,10,10,10,-10,-5
138891,"The Gulf of Mexico",4,70,70,60,65,60,-45,-30,-25,-35,-15,20,-10,10,55,45
139118,"pug",4,90,75,45,5,35,5,10,5,15,10,25,35,10,5,15
139124,"Ocean Dunes",4,35,45,20,40,80,-20,0,5,0,0,10,35,-25,-20,-5
